	Cmb_Num	Cmb_ID	CC_A	CC_B	Cmb_Rare	Res	Res_Rare	BA_0O	BA_1O	BA_2O	BD_0O	BD_1O	BD_2O
	642,107	44,111	Halloween	Sword	3	Scythe	2	11	16	18	0	5	7
	642,108	44,112	Halloween	The Chosen One	3	Vampire Assassin	4	17	17	20	8	8	11
	642,109	44,113	Halloween	Time	3	Young Wolf	4	10	10	13	12	12	15
	642,11	44,114	Halloween	Toy	3	Puzzle Cube Head	4	17	17	20	8	8	11
	642,111	44,115	Halloween	Tree	3	Spooky Tree	4	12	12	15	10	10	13
	642,112	44,116	Halloween	Trident	3	Devil	3	10	13	15	7	10	12
	642,113	44,117	Halloween	Turkey Day	3	Turkey Zombie	4	16	16	19	8	8	11
	642,114	44,118	Halloween	Turtle	3	Turtle Warrior	4	13	13	16	11	11	14
	642,115	44,119	Halloween	Undead	3	Mummy	3	8	11	13	10	13	15
	642,116	44,12	Halloween	Underground	3	Tombstone	3	8	11	13	10	13	15
	642,117	44,123	Halloween	Vehicle	3	Broomstick	3	10	13	15	6	9	11
	642,118	44,124	Halloween	Viking	3	Trick or Treater	4	16	16	19	8	8	11
	642,119	44,125	Halloween	Villain	3	Headless Rider	2	7	12	14	5	10	12
	642,12	44,126	Halloween	Void	3	Void Horror	3	12	15	17	6	9	11
	642,121	44,128	Halloween	Water	3	Witch's Brew	4	13	13	16	10	10	13
	642,122	44,131	Halloween	Weapon	3	Scythe	2	11	16	18	0	5	7
	642,123	44,132	Halloween	Werewolf	3	Young Wolf	4	10	10	13	12	12	15
	642,124	44,133	Halloween	Jungle	3	Sinister Gourdling	4	14	14	17	10	10	13
	642,125	44,134	Halloween	Wind	3	Cursed Flute	4	14	14	17	8	8	11
	642,126	44,135	Halloween	Wings	3	Murder of Crows	4	15	15	18	8	8	11
	642,127	44,136	Halloween	Wintertide	3	Pumpkin Prince	4	14	14	17	10	10	13
	642,128	44,137	Halloween	Wizard	3	Necromancer	3	8	11	13	6	9	11
	642,129	44,138	Halloween	Wizarding School	3	Nearly Limbless Larry	3	15	18	20	0	3	5
	642,13	44,139	Halloween	Wolf	3	Werewolf	1	3	10	12	2	9	11
	644,034	45,046	Hammer	Healing	3	Paladin	3	7	10	12	10	13	15
	644,035	45,047	Hammer	Holidays	3	Fruit Cake	3	14	17	19	2	5	7
	644,036	45,048	Hammer	Holy Water	1	Paladin	3	7	10	12	10	13	15
	644,037	45,049	Hammer	Hopefulness	3	Thor's Hammer	3	9	12	14	9	12	14
	644,038	45,05	Hammer	Horn	3	Ram Hammer	4	13	13	16	10	10	13
	644,039	45,051	Hammer	Horse	1	Cherished Collectibles	3	18	21	23	2	5	7
	644,04	45,052	Hammer	Human	2	Blacksmith	3	8	11	13	8	11	13
	644,041	45,053	Hammer	Hybrid	3	Hammer Sword	4	17	17	20	4	4	7
	644,042	45,054	Hammer	Ice	3	Santa's Helper	4	16	16	19	8	8	11
	644,043	45,055	Hammer	Immortality	3	God Hammer	4	17	17	20	8	8	11
	644,044	45,056	Hammer	Insect	3	Mantis Shrimp	4	12	12	15	9	9	12
	644,045	45,057	Hammer	Invention	3	Hephaestus	3	10	13	15	10	13	15
	644,046	45,058	Hammer	Knight	2	Paladin	3	7	10	12	10	13	15
	644,047	45,059	Hammer	Knowledge	2	Hephaestus	3	10	13	15	10	13	15
	644,048	45,06	Hammer	Leader	3	Thor	3	9	12	14	9	12	14
	644,049	45,061	Hammer	Life	3	Paladin	3	7	10	12	10	13	15
	644,05	45,062	Hammer	Love	3	Feisty Figurehead	3	17	20	22	2	5	7
	644,051	45,063	Hammer	Madness	3	Jester Sidekick	4	17	17	20	6	6	9
	644,052	45,064	Hammer	Magic	2	Thor's Hammer	3	9	12	14	9	12	14
	644,053	45,066	Hammer	Medieval	3	Paladin	3	7	10	12	10	13	15
	644,054	45,067	Hammer	Metal	1	Sledge Hammer	2	10	15	17	2	7	9
	644,055	45,069	Hammer	Miniature	3	Cavities	4	16	16	19	7	7	10
	644,056	45,07	Hammer	Monkey	3	Cymbal Monkey	4	15	15	18	7	7	10
	644,057	45,071	Hammer	Monster	3	Skull Smasher	4	18	18	21	6	6	9
	644,058	45,072	Hammer	Moon	3	Moonflare	4	16	16	19	9	9	12
	644,059	45,073	Hammer	Multiples	3	Broham	4	18	18	21	5	5	8
	644,06	45,074	Hammer	Music	3	Hammer Time	4	8	8	11	16	16	19
	644,061	45,075	Hammer	Mutation	3	Mutant Man	3	10	13	15	10	13	15
	644,062	45,076	Hammer	Myth	3	Hephaestus	3	10	13	15	10	13	15
	644,063	45,077	Hammer	New Years	3	Hammer Time	4	8	8	11	16	16	19
	644,064	45,078	Hammer	Parasite	3	Cavities	4	16	16	19	7	7	10
	644,065	45,079	Hammer	Pirate	3	Feisty Figurehead	3	17	20	22	2	5	7
	644,066	45,083	Hammer	Portal	3	Fourth Wall Break	4	19	19	22	6	6	9
	644,067	45,084	Hammer	Precious Ring Lore	3	Dwarf	2	5	10	12	8	13	15
	644,068	45,085	Hammer	Prehistoric	2	Club	2	13	18	20	0	5	7
	644,069	45,089	Hammer	Relic	3	Thor's Hammer	3	9	12	14	9	12	14
	644,07	45,09	Hammer	Reptile	3	Broham	4	18	18	21	5	5	8
	644,071	45,091	Hammer	Robot	3	Hammertron	4	16	16	19	9	9	12
	644,072	45,092	Hammer	Rodent	3	Cat and Mouse	3	15	18	20	5	8	10
	644,073	45,093	Hammer	Royal Game	3	Fat King	4	18	18	21	6	6	9
	644,074	45,094	Hammer	Royalty	3	Thor	3	9	12	14	9	12	14
	644,075	45,095	Hammer	Sci-Fi	3	Unstoppable Force	4	20	20	23	2	2	5
	644,076	45,096	Hammer	Science	3	Blacksmith	3	8	11	13	8	11	13
	644,077	45,097	Hammer	Shrine	3	Wishing Mallet	3	9	12	14	9	12	14
	644,078	45,098	Hammer	Sidekick	3	Jester Sidekick	4	17	17	20	6	6	9
	644,079	45,101	Hammer	Space	3	God Hammer	4	17	17	20	8	8	11
	644,08	45,102	Hammer	Speed	3	Thor's Hammer	3	9	12	14	9	12	14
	644,081	45,104	Hammer	Sports	3	The Penalizer	4	20	20	23	3	3	6
	644,082	45,105	Hammer	Spy	3	Alphabetic Inventor	4	14	14	17	10	10	13
	644,083	45,106	Hammer	Strength	3	Unstoppable Force	4	20	20	23	2	2	5
	644,084	45,107	Hammer	Summertide	3	Staycation	4	2	2	5	19	19	22
	644,085	45,108	Hammer	Sun	1	Morning Star	2	10	15	17	1	6	8
	644,086	45,109	Hammer	Superhero	2	Thor	3	9	12	14	9	12	14
	644,087	45,11	Hammer	Sweets	3	Cavities	4	16	16	19	7	7	10
	644,088	45,111	Hammer	Sword	2	Morning Star	2	10	15	17	1	6	8
	644,089	45,112	Hammer	The Chosen One	3	Thor	3	9	12	14	9	12	14
	644,09	45,113	Hammer	Time	3	Hammer Time	4	8	8	11	16	16	19
	644,091	45,114	Hammer	Toy	3	Jester Sidekick	4	17	17	20	6	6	9
	644,092	45,115	Hammer	Tree	1	Club	2	13	18	20	0	5	7
	644,093	45,117	Hammer	Turkey Day	3	Fruit Cake	3	14	17	19	2	5	7
	644,094	45,118	Hammer	Turtle	3	Broham	4	18	18	21	5	5	8
	644,095	45,12	Hammer	Underground	3	Dwarf	2	5	10	12	8	13	15
	644,096	45,121	Hammer	Underwater	3	Hammerhead Shark	4	14	14	17	8	8	11
	644,097	45,124	Hammer	Viking	3	Runic Raider	4	19	19	22	4	4	7
	644,098	45,125	Hammer	Villain	3	Jester Sidekick	4	17	17	20	6	6	9
	644,099	45,126	Hammer	Void	2	Void Hammer	3	19	22	24	1	4	6
	644,1	45,127	Hammer	War	3	Blacksmith	3	8	11	13	8	11	13
	644,101	45,128	Hammer	Water	1	Trident	1	4	11	13	0	7	9
	644,102	45,13	Hammer	Wealth	3	Miner	3	11	14	16	8	11	13
	644,103	45,131	Hammer	Weapon	3	Unstoppable Force	4	20	20	23	2	2	5
	644,104	45,134	Hammer	Wind	3	Hermes	4	14	14	17	9	9	12
	644,105	45,135	Hammer	Wings	1	Flying Trooper	3	10	13	15	7	10	12
	644,106	45,136	Hammer	Wintertide	3	Santa's Helper	4	16	16	19	8	8	11
	644,107	45,137	Hammer	Wizard	2	Paladin	3	7	10	12	10	13	15
	644,108	45,138	Hammer	Wizarding School	3	Magical Soccer	4	16	16	19	8	8	11
	660,043	46,046	Healing	Healing	3	Medic	4	3	3	6	19	19	22
	660,044	46,047	Healing	Holidays	3	Family Reunion	3	16	19	21	2	5	7
	660,045	46,048	Healing	Holy Water	3	Holy Grail	3	9	12	14	9	12	14
	660,046	46,049	Healing	Hopefulness	3	Vaccine	3	6	9	11	9	12	14
	660,047	46,05	Healing	Horn	3	Horn of Life	3	0	3	5	20	23	25
	660,048	46,051	Healing	Horse	3	Unicorn Blood	4	16	16	19	8	8	11
	660,049	46,052	Healing	Human	3	Doctor	3	8	11	13	8	11	13
	660,05	46,053	Healing	Hybrid	3	Dragon Fairy	3	7	10	12	13	16	18
	660,051	46,054	Healing	Ice	3	Ice Lotus	3	13	16	18	7	10	12
	660,052	46,055	Healing	Immortality	3	Sarcastic Hero	4	12	12	15	11	11	14
	660,053	46,056	Healing	Insect	3	Leech	3	14	17	19	1	4	6
	660,054	46,057	Healing	Invention	3	Healthbot Hero	3	3	6	8	14	17	19
	660,055	46,058	Healing	Knight	3	Paladin	3	7	10	12	10	13	15
	660,056	46,059	Healing	Knowledge	3	Healthbot Hero	3	3	6	8	14	17	19
	660,057	46,06	Healing	Leader	3	Divine Healer	4	4	4	7	19	19	22
	660,058	46,061	Healing	Life	3	Fountain of Youth	4	0	0	3	20	20	23
	660,059	46,062	Healing	Love	3	True Love's Kiss	3	15	18	20	4	7	9
	660,06	46,063	Healing	Madness	3	Quack Doctor	4	8	8	11	15	15	18
	660,061	46,064	Healing	Magic	3	Cleric	3	6	9	11	11	14	16
	660,062	46,065	Healing	Martial Arts	3	Monk	3	12	15	17	6	9	11
	660,063	46,066	Healing	Medieval	3	Plague Doctor	3	6	9	11	10	13	15
	660,064	46,067	Healing	Metal	3	Nanobots	4	18	18	21	6	6	9
	660,065	46,068	Healing	Mind Control	3	Tinfoil Hat	3	0	3	5	15	18	20
	660,066	46,069	Healing	Miniature	3	Nanobots	4	18	18	21	6	6	9
	660,067	46,07	Healing	Monkey	3	Monkey Shaman	3	7	10	12	12	15	17
	660,068	46,071	Healing	Monster	3	Dr. Frankenstein	4	14	14	17	11	11	14
	660,069	46,072	Healing	Moon	3	Moon Heroine	4	9	9	12	12	12	15
	660,07	46,073	Healing	Multiples	3	Nanobots	4	18	18	21	6	6	9
	660,071	46,074	Healing	Music	3	Bard	3	12	15	17	8	11	13
	660,072	46,075	Healing	Mutation	3	Sarcastic Hero	4	12	12	15	11	11	14
	660,073	46,076	Healing	Myth	3	Hesperide's Tree	3	8	11	13	11	14	16
	660,074	46,077	Healing	New Years	3	Healthy Toast	3	3	6	8	16	19	21
	660,075	46,078	Healing	Parasite	3	Leech	3	14	17	19	1	4	6
	660,076	46,079	Healing	Pirate	3	Feisty Figurehead	3	17	20	22	2	5	7
	660,077	46,08	Healing	Plant	3	Life Shroom	3	12	15	17	3	6	8
	660,078	46,081	Healing	Pocket Pet	3	Luckymon	3	13	16	18	7	10	12
	660,079	46,082	Healing	Poison	3	Witch Doctor	3	11	14	16	5	8	10
	660,08	46,083	Healing	Portal	3	Infinite Storybook	3	14	17	19	5	8	10
	660,081	46,084	Healing	Precious Ring Lore	3	Vial of Stars	3	0	3	5	16	19	21
	660,082	46,085	Healing	Prehistoric	3	Snake Oil Salesman	4	15	15	18	7	7	10
	660,083	46,086	Healing	Psychic	3	Luckymon	3	13	16	18	7	10	12
	660,084	46,087	Healing	Radiation	3	Cat Nap	4	16	16	19	8	8	11
	660,085	46,088	Healing	Rainbow	3	Unicorn Blood	4	16	16	19	8	8	11
	660,086	46,089	Healing	Relic	3	Holy Grail	3	9	12	14	9	12	14
	660,087	46,09	Healing	Reptile	3	Snake Oil Salesman	4	15	15	18	7	7	10
	660,088	46,091	Healing	Robot	3	Healthbot Hero	3	3	6	8	14	17	19
	660,089	46,092	Healing	Rodent	3	Care Chilla	2	5	10	12	9	14	16
	660,09	46,093	Healing	Royal Game	3	Blue Witch	3	11	14	16	7	10	12
	660,091	46,094	Healing	Royalty	3	Rapunzel	3	12	15	17	6	9	11
	660,092	46,095	Healing	Sci-Fi	3	Nanobots	4	18	18	21	6	6	9
	660,093	46,096	Healing	Science	3	Nanobots	4	18	18	21	6	6	9
	660,094	46,097	Healing	Shrine	3	Fountain of Youth	4	0	0	3	20	20	23
	660,095	46,098	Healing	Sidekick	3	Luckymon	3	13	16	18	7	10	12
	660,096	46,099	Healing	Sleep	3	Cryosleep	4	15	15	18	9	9	12
	660,097	46,1	Healing	Snake	3	Snake Oil Salesman	4	15	15	18	7	7	10
	660,098	46,101	Healing	Space	3	Doc Lobster	3	13	16	18	3	6	8
	660,099	46,102	Healing	Speed	3	Healthbot Hero	3	3	6	8	14	17	19
	660,1	46,103	Healing	Spirit	3	Divine Healer	4	4	4	7	19	19	22
	660,101	46,104	Healing	Sports	3	Medic	4	3	3	6	19	19	22
	660,102	46,105	Healing	Spy	3	Noticeably Burned	3	8	11	13	7	10	12
	660,103	46,106	Healing	Strength	3	Healthbot Hero	3	3	6	8	14	17	19
	660,104	46,107	Healing	Summertide	3	Vacations	4	16	16	19	5	5	8
	660,105	46,108	Healing	Sun	3	Ultra Dude	2	8	13	15	7	12	14
	660,106	46,109	Healing	Superhero	3	Ravenica	3	13	16	18	6	9	11
	660,107	46,11	Healing	Sweets	3	True Love's Kiss	3	15	18	20	4	7	9
	660,108	46,111	Healing	Sword	3	Paladin	3	7	10	12	10	13	15
	660,109	46,112	Healing	The Chosen One	3	Luckymon	3	13	16	18	7	10	12
	660,11	46,113	Healing	Time	3	Fountain of Youth	4	0	0	3	20	20	23
	660,111	46,114	Healing	Toy	3	Healthbot Hero	3	3	6	8	14	17	19
	660,112	46,115	Healing	Tree	3	Hesperide's Tree	3	8	11	13	11	14	16
	660,113	46,117	Healing	Turkey Day	3	Cat Nap	4	16	16	19	8	8	11
	660,114	46,119	Healing	Undead	3	Dr. Frankenstein	4	14	14	17	11	11	14
	660,115	46,12	Healing	Underground	3	Mandrake	4	6	6	9	15	15	18
	660,116	46,121	Healing	Underwater	3	Sea Witch	4	14	14	17	10	10	13
	660,117	46,122	Healing	Vampire	3	Blood	3	4	7	9	5	8	10
	660,118	46,123	Healing	Vehicle	3	Healthbot Hero	3	3	6	8	14	17	19
	660,119	46,124	Healing	Viking	3	Valhallan Halls	4	3	3	6	19	19	22
	660,12	46,125	Healing	Villain	3	Youthful Sorceress	3	12	15	17	6	9	11
	660,121	46,126	Healing	Void	3	Nightshade	2	7	12	14	6	11	13
	660,122	46,127	Healing	War	3	Medic	4	3	3	6	19	19	22
	660,123	46,128	Healing	Water	3	Fountain of Youth	4	0	0	3	20	20	23
	660,124	46,129	Healing	Water Serpent	3	Siren	4	15	15	18	7	7	10
	660,125	46,13	Healing	Wealth	3	Snake Oil Salesman	4	15	15	18	7	7	10
	660,126	46,131	Healing	Weapon	3	Monk	3	12	15	17	6	9	11
	660,127	46,132	Healing	Werewolf	3	Moon	3	4	7	9	5	8	10
	660,128	46,133	Healing	Jungle	3	Life Shroom	3	12	15	17	3	6	8
	660,129	46,134	Healing	Wind	3	Healthbot Hero	3	3	6	8	14	17	19
	660,13	46,135	Healing	Wings	3	Divine Healer	4	4	4	7	19	19	22
	660,131	46,137	Healing	Wizard	3	Cleric	3	6	9	11	11	14	16
	660,132	46,138	Healing	Wizarding School	3	Unicorn Blood	4	16	16	19	8	8	11
	660,133	46,139	Healing	Wolf	3	Werewolf	1	3	10	12	2	9	11
	680,044	47,047	Holidays	Holidays	3	Santa Claus	4	13	13	16	12	12	15
	680,045	47,048	Holidays	Holy Water	3	Snow Angel	3	8	11	13	10	13	15
	680,046	47,049	Holidays	Hopefulness	3	Vacations	4	16	16	19	5	5	8
	680,047	47,05	Holidays	Horn	3	Rudolph	4	20	20	23	3	3	6
	680,048	47,051	Holidays	Horse	3	Rudolph	4	20	20	23	3	3	6
	680,049	47,052	Holidays	Human	3	Snowman	4	8	8	11	15	15	18
	680,05	47,053	Holidays	Hybrid	3	Pumpkin Prince	4	14	14	17	10	10	13
	680,051	47,054	Holidays	Ice	3	Snowflake	3	10	13	15	6	9	11
	680,052	47,055	Holidays	Immortality	3	Santa Claus	4	13	13	16	12	12	15
	680,053	47,056	Holidays	Insect	3	Tinselwebs	3	7	10	12	9	12	14
	680,054	47,057	Holidays	Invention	3	Santa Claus	4	13	13	16	12	12	15
	680,055	47,058	Holidays	Knight	3	Nutcracker	3	14	17	19	6	9	11
	680,056	47,059	Holidays	Knowledge	3	Santa Claus	4	13	13	16	12	12	15
	680,057	47,06	Holidays	Leader	3	Santa Claus	4	13	13	16	12	12	15
	680,058	47,061	Holidays	Life	3	Snowman	4	8	8	11	15	15	18
	680,059	47,062	Holidays	Love	3	Santa Claus	4	13	13	16	12	12	15
	680,06	47,063	Holidays	Madness	3	Black Friday	4	13	13	16	12	12	15
	680,061	47,064	Holidays	Magic	3	Santa Claus	4	13	13	16	12	12	15
	680,062	47,065	Holidays	Martial Arts	3	Holiday Blockbuster	4	17	17	20	7	7	10
	680,063	47,066	Holidays	Medieval	3	Cute Carolers	3	10	13	15	10	13	15
	680,064	47,067	Holidays	Metal	3	Menorah	3	9	12	14	9	12	14
	680,065	47,068	Holidays	Mind Control	3	Black Friday	4	13	13	16	12	12	15
	680,066	47,069	Holidays	Miniature	3	Baby New Year	3	7	10	12	10	13	15
	680,067	47,07	Holidays	Monkey	3	Cute Carolers	3	10	13	15	10	13	15
	680,068	47,071	Holidays	Monster	3	Pinch	4	14	14	17	9	9	12
	680,069	47,072	Holidays	Moon	3	Space Shoes	3	12	15	17	6	9	11
	680,07	47,073	Holidays	Multiples	3	Menorah	3	9	12	14	9	12	14
	680,071	47,074	Holidays	Music	3	Angel Trumpeter	3	6	9	11	10	13	15
	680,072	47,075	Holidays	Mutation	3	Fruit Cake	3	14	17	19	2	5	7
	680,073	47,076	Holidays	Myth	3	Santa Claus	4	13	13	16	12	12	15
	680,074	47,077	Holidays	New Years	3	Father Time	3	8	11	13	7	10	12
	680,075	47,078	Holidays	Parasite	3	Mistletoe	3	10	13	15	6	9	11
	680,076	47,079	Holidays	Pirate	3	Pinch	4	14	14	17	9	9	12
	680,077	47,08	Holidays	Plant	3	Christmas Tree	4	11	11	14	11	11	14
	680,078	47,081	Holidays	Pocket Pet	3	Cute Carolers	3	10	13	15	10	13	15
	680,079	47,082	Holidays	Poison	3	Fruit Cake	3	14	17	19	2	5	7
	680,08	47,083	Holidays	Portal	3	Holiday Nexus	4	1	1	4	20	20	23
	680,081	47,084	Holidays	Precious Ring Lore	3	Stone Hearth	4	3	3	6	20	20	23
	680,082	47,085	Holidays	Prehistoric	3	Menorah	3	9	12	14	9	12	14
	680,083	47,086	Holidays	Psychic	3	Christmas Spirits	4	16	16	19	8	8	11
	680,084	47,087	Holidays	Radiation	3	Turkeyzilla	4	14	14	17	10	10	13
	680,085	47,088	Holidays	Rainbow	3	Holiday Lights	3	12	15	17	7	10	12
	680,086	47,089	Holidays	Relic	3	Menorah	3	9	12	14	9	12	14
	680,087	47,09	Holidays	Reptile	3	Cute Carolers	3	10	13	15	10	13	15
	680,088	47,092	Holidays	Rodent	3	Chudolph the Braindeer	4	15	15	18	10	10	13
	680,089	47,093	Holidays	Royal Game	3	Snowflake	3	10	13	15	6	9	11
	680,09	47,094	Holidays	Royalty	3	Pumpkin Prince	4	14	14	17	10	10	13
	680,091	47,095	Holidays	Sci-Fi	3	Ornamental Pickle	4	12	12	15	9	9	12
	680,092	47,096	Holidays	Science	3	Ornamental Pickle	4	12	12	15	9	9	12
	680,093	47,097	Holidays	Shrine	3	Festival Feast	3	5	8	10	10	13	15
	680,094	47,098	Holidays	Sidekick	3	Santa's Helper	4	16	16	19	8	8	11
	680,095	47,099	Holidays	Sleep	3	Turkey	3	9	12	14	8	11	13
	680,096	47,1	Holidays	Snake	3	Snakes in a Can	3	18	21	23	1	4	6
	680,097	47,102	Holidays	Speed	3	Sleigh	3	5	8	10	15	18	20
	680,098	47,103	Holidays	Spirit	3	Santa Claus	4	13	13	16	12	12	15
	680,099	47,104	Holidays	Sports	3	Plucky Puck-Ducks	4	16	16	19	10	10	13
	680,1	47,105	Holidays	Spy	3	Santa Claus	4	13	13	16	12	12	15
	680,101	47,106	Holidays	Strength	3	Gingerbread Warrior	3	4	7	9	16	19	21
	680,102	47,107	Holidays	Summertide	3	Yuletide In July	4	15	15	18	9	9	12
	680,103	47,108	Holidays	Sun	3	Holiday Lights	3	12	15	17	7	10	12
	680,104	47,109	Holidays	Superhero	3	Santa Claus	4	13	13	16	12	12	15
	680,105	47,11	Holidays	Sweets	3	Fruit Cake	3	14	17	19	2	5	7
	680,106	47,111	Holidays	Sword	3	Carver of Doom	4	17	17	20	6	6	9
	680,107	47,112	Holidays	The Chosen One	3	Rudolph	4	20	20	23	3	3	6
	680,108	47,113	Holidays	Time	3	Baby New Year	3	7	10	12	10	13	15
	680,109	47,114	Holidays	Toy	3	Nutcracker	3	14	17	19	6	9	11
	680,11	47,115	Holidays	Tree	3	Christmas Tree	4	11	11	14	11	11	14
	680,111	47,116	Holidays	Trident	3	Carver of Doom	4	17	17	20	6	6	9
	680,112	47,117	Holidays	Turkey Day	3	Black Friday	4	13	13	16	12	12	15
	680,113	47,118	Holidays	Turtle	3	Gifted Birds	3	11	14	16	8	11	13
	680,114	47,119	Holidays	Undead	3	Pumpkin Prince	4	14	14	17	10	10	13
	680,115	47,121	Holidays	Underwater	3	Festive Coral	3	3	6	8	14	17	19
	680,116	47,122	Holidays	Vampire	3	Black Friday	4	13	13	16	12	12	15
	680,117	47,123	Holidays	Vehicle	3	Sleigh	3	5	8	10	15	18	20
	680,118	47,124	Holidays	Viking	3	Odin	4	20	20	23	5	5	8
	680,119	47,125	Holidays	Villain	3	Pinch	4	14	14	17	9	9	12
	680,12	47,126	Holidays	Void	3	Black Friday	4	13	13	16	12	12	15
	680,121	47,127	Holidays	War	3	Gingerbread Warrior	3	4	7	9	16	19	21
	680,122	47,128	Holidays	Water	3	Snowflake	3	10	13	15	6	9	11
	680,123	47,129	Holidays	Water Serpent	3	Festive Coral	3	3	6	8	14	17	19
	680,124	47,13	Holidays	Wealth	3	Gelt	3	9	12	14	6	9	11
	680,125	47,131	Holidays	Weapon	3	Fruit Cake	3	14	17	19	2	5	7
	680,126	47,132	Holidays	Werewolf	3	Lunar Pie	3	6	9	11	11	14	16
	680,127	47,133	Holidays	Jungle	3	Christmas Tree	4	11	11	14	11	11	14
	680,128	47,134	Holidays	Wind	3	Rudolph	4	20	20	23	3	3	6
	680,129	47,135	Holidays	Wings	3	Angel	1	1	8	10	4	11	13
	680,13	47,136	Holidays	Wintertide	3	Fairy Light Festival	4	14	14	17	8	8	11
	680,131	47,137	Holidays	Wizard	3	Santa Claus	4	13	13	16	12	12	15
	680,132	47,138	Holidays	Wizarding School	3	Honey Beer	3	14	17	19	5	8	10
	680,133	47,139	Holidays	Wolf	3	Lunar Pie	3	6	9	11	11	14	16
	683,038	48,049	Holy Water	Hopefulness	3	Vaccine	3	6	9	11	9	12	14
	683,039	48,05	Holy Water	Horn	3	Trapper-1	4	18	18	21	6	6	9
	683,04	48,051	Holy Water	Horse	1	Pegasus	1	4	11	13	4	11	13
	683,041	48,052	Holy Water	Human	2	Cleric	3	6	9	11	11	14	16
	683,042	48,053	Holy Water	Hybrid	3	Crusader	4	13	13	16	12	12	15
	683,043	48,054	Holy Water	Ice	3	Ice Lotus	3	13	16	18	7	10	12
	683,044	48,055	Holy Water	Immortality	3	Holy Grail	3	9	12	14	9	12	14
	683,045	48,056	Holy Water	Insect	3	Praying Mantis	3	12	15	17	7	10	12
	683,046	48,058	Holy Water	Knight	2	Paladin	3	7	10	12	10	13	15
	683,047	48,059	Holy Water	Knowledge	2	Cleric	3	6	9	11	11	14	16
	683,048	48,06	Holy Water	Leader	3	Angel of Valor	4	15	15	18	10	10	13
	683,049	48,061	Holy Water	Life	3	Fountain of Youth	4	0	0	3	20	20	23
	683,05	48,062	Holy Water	Love	3	Love Potion	4	14	14	17	7	7	10
	683,051	48,063	Holy Water	Madness	3	Alien Prophet	4	14	14	17	9	9	12
	683,052	48,064	Holy Water	Magic	2	Holy Grail	3	9	12	14	9	12	14
	683,053	48,065	Holy Water	Martial Arts	3	Samurai Hero	3	10	13	15	5	8	10
	683,054	48,066	Holy Water	Medieval	3	Holy Grail	3	9	12	14	9	12	14
	683,055	48,067	Holy Water	Metal	1	Holy Grail	3	9	12	14	9	12	14
	683,056	48,069	Holy Water	Miniature	3	Conscience	3	13	16	18	7	10	12
	683,057	48,07	Holy Water	Monkey	3	Monkey Shaman	3	7	10	12	12	15	17
	683,058	48,072	Holy Water	Moon	3	Lunar Priest	4	13	13	16	10	10	13
	683,059	48,075	Holy Water	Mutation	3	Angelic Mutant	3	15	18	20	5	8	10
	683,06	48,076	Holy Water	Myth	3	Holy Grail	3	9	12	14	9	12	14
	683,061	48,077	Holy Water	New Years	3	Healthy Toast	3	3	6	8	16	19	21
	683,062	48,079	Holy Water	Pirate	3	Feisty Figurehead	3	17	20	22	2	5	7
	683,063	48,08	Holy Water	Plant	3	Ice Lotus	3	13	16	18	7	10	12
	683,064	48,081	Holy Water	Pocket Pet	3	Luckymon	3	13	16	18	7	10	12
	683,065	48,082	Holy Water	Poison	1	Water	1	1	8	10	1	8	10
	683,066	48,083	Holy Water	Portal	3	Summoning Circle	3	18	21	23	2	5	7
	683,067	48,084	Holy Water	Precious Ring Lore	3	Vial of Stars	3	0	3	5	16	19	21
	683,068	48,085	Holy Water	Prehistoric	2	Holy Grail	3	9	12	14	9	12	14
	683,069	48,086	Holy Water	Psychic	3	Ghost Communicator	3	12	15	17	5	8	10
	683,07	48,089	Holy Water	Relic	3	Holy Grail	3	9	12	14	9	12	14
	683,071	48,09	Holy Water	Reptile	3	Kappa	4	14	14	17	11	11	14
	683,072	48,093	Holy Water	Royal Game	3	Crusader	4	13	13	16	12	12	15
	683,073	48,097	Holy Water	Shrine	3	Sakura Spirits	4	9	9	12	12	12	15
	683,074	48,098	Holy Water	Sidekick	3	Heavenly Dog	3	8	11	13	12	15	17
	683,075	48,099	Holy Water	Sleep	3	Mister Sandman	4	6	6	9	16	16	19
	683,076	48,1	Holy Water	Snake	1	Lochness Monster	2	6	11	13	7	12	14
	683,077	48,102	Holy Water	Speed	3	Angelic Mutant	3	15	18	20	5	8	10
	683,078	48,103	Holy Water	Spirit	3	Divine Healer	4	4	4	7	19	19	22
	683,079	48,105	Holy Water	Spy	3	Majestic Agent	4	19	19	22	6	6	9
	683,08	48,106	Holy Water	Strength	3	Paladin	3	7	10	12	10	13	15
	683,081	48,11	Holy Water	Sweets	3	Angel Food Cake	3	11	14	16	4	7	9
	683,082	48,111	Holy Water	Sword	2	Excalibur	3	13	16	18	4	7	9
	683,083	48,112	Holy Water	The Chosen One	3	Vampire Assassin	4	17	17	20	8	8	11
	683,084	48,113	Holy Water	Time	3	Fountain of Youth	4	0	0	3	20	20	23
	683,085	48,114	Holy Water	Toy	3	Squirt Gun	4	18	18	21	6	6	9
	683,086	48,117	Holy Water	Turkey Day	3	Turkey Zombie	4	16	16	19	8	8	11
	683,087	48,118	Holy Water	Turtle	3	Kappa	4	14	14	17	11	11	14
	683,088	48,119	Holy Water	Undead	1	Fire	1	2	9	11	0	7	9
	683,089	48,121	Holy Water	Underwater	3	Holy Mackerel	3	7	10	12	9	12	14
